scope,grouping,group,n_pairs,n_judgments,raw_accuracy,raw_close_accuracy,raw_far_accuracy,raw_both_correct,raw_exact_ties,pmi_accuracy,pmi_close_accuracy,pmi_far_accuracy,pmi_both_correct,pmi_exact_ties,context_accuracy,context_close_accuracy,context_far_accuracy,context_both_correct,context_exact_ties,raw_close_choice_fraction
all,condition_id+target_order+name_id,physical_placement_fronted|person_first|name_3,144,288,0.9305555555555556,1.0,0.8611111111111112,0.8611111111111112,0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0,0.6736111111111112,0.5763888888888888,0.7708333333333334,0.3472222222222222,0,0.5694444444444444
all,condition_id+target_order+name_id,physical_placement_fronted|object_first|name_3,144,288,0.8541666666666666,0.9722222222222222,0.7361111111111112,0.7152777777777778,0,0.6979166666666666,0.6111111111111112,0.7847222222222222,0.4861111111111111,0,0.5659722222222222,0.3611111111111111,0.7708333333333334,0.13194444444444445,0,0.6180555555555556
all,condition_id+target_order+name_id,physical_placement_person_subject|person_first|name_3,144,288,0.7604166666666666,1.0,0.5208333333333334,0.5208333333333334,0,0.8159722222222222,0.6388888888888888,0.9930555555555556,0.6319444444444444,0,0.5555555555555556,0.2361111111111111,0.875,0.1111111111111111,0,0.7395833333333334
all,condition_id+target_order+name_id,physical_placement_person_subject|object_first|name_3,144,288,0.6944444444444444,1.0,0.3888888888888889,0.3888888888888889,0,0.8368055555555556,0.9722222222222222,0.7013888888888888,0.6736111111111112,0,0.5347222222222222,0.2777777777777778,0.7916666666666666,0.08333333333333333,0,0.8055555555555556
all,scene_id,between_feet,384,768,0.7994791666666666,0.8854166666666666,0.7135416666666666,0.6302083333333334,0,0.6705729166666666,0.5520833333333334,0.7890625,0.3880208333333333,0,0.5520833333333334,0.3307291666666667,0.7734375,0.10677083333333333,0,0.5859375
all,scene_id,in_hand,384,768,0.7669270833333334,0.8541666666666666,0.6796875,0.5833333333333334,0,0.7838541666666666,0.7604166666666666,0.8072916666666666,0.6067708333333334,0,0.5807291666666666,0.3697916666666667,0.7916666666666666,0.1796875,0,0.5872395833333334
all,scene_id,on_lap,384,768,0.7942708333333334,0.9166666666666666,0.671875,0.6119791666666666,0,0.82421875,0.8854166666666666,0.7630208333333334,0.6640625,0,0.62109375,0.4583333333333333,0.7838541666666666,0.2552083333333333,0,0.6223958333333334
all,scene_id,against_elbow,384,768,0.7864583333333334,0.8854166666666666,0.6875,0.6041666666666666,0,0.703125,0.625,0.78125,0.453125,0,0.5559895833333334,0.34375,0.7682291666666666,0.125,0,0.5989583333333334
all,scene_id,neighboring_seat,384,768,0.8450520833333334,0.9895833333333334,0.7005208333333334,0.6927083333333334,0,0.7942708333333334,0.8125,0.7760416666666666,0.5885416666666666,0,0.6354166666666666,0.5130208333333334,0.7578125,0.2708333333333333,0,0.64453125
all,scene_id,shared_floor_tile,384,768,0.78515625,0.8958333333333334,0.6744791666666666,0.6041666666666666,0,0.7083333333333334,0.625,0.7916666666666666,0.4427083333333333,0,0.5625,0.3671875,0.7578125,0.13541666666666666,0,0.6106770833333334
all,scene_id,worn_jacket_pocket,384,768,0.8255208333333334,0.9166666666666666,0.734375,0.6536458333333334,0,0.8333333333333334,0.8125,0.8541666666666666,0.671875,0,0.6041666666666666,0.2916666666666667,0.9166666666666666,0.21614583333333334,0,0.5911458333333334
all,scene_id,between_owned_shoes,384,768,0.7838541666666666,0.8541666666666666,0.7135416666666666,0.6119791666666666,0,0.67578125,0.5625,0.7890625,0.390625,0,0.5338541666666666,0.2942708333333333,0.7734375,0.07291666666666667,0,0.5703125
all,scene_id,between_worn_shoes,384,768,0.8411458333333334,0.96875,0.7135416666666666,0.6875,0,0.7174479166666666,0.6458333333333334,0.7890625,0.4453125,0,0.5846354166666666,0.3958333333333333,0.7734375,0.16927083333333334,0,0.6276041666666666
all,scene_role,main,2688,5376,0.8004092261904762,0.90625,0.6945684523809523,0.6257440476190477,0,0.7596726190476191,0.7247023809523809,0.7946428571428571,0.5450148809523809,0,0.5874255952380952,0.3820684523809524,0.7927827380952381,0.18415178571428573,0,0.6058407738095238
